5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,5
5,11,9,-1,9,-1,9,-1,-1,-1,9,-1,-1,-1,5
5,-1,10,-1,10,-1,10,-1,11,-1,-1,-1,9,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,5
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,5
5,-1,9,-1,7,-1,9,-1,4,4,4,4,4,-1,5
5,-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,5
5,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5
5,4,4,4,4,4,4,4,4,4,4,4,4,4,5
